"STATION","DATE","DLY-PRCP-25PCTL","DLY-PRCP-50PCTL","DLY-PRCP-75PCTL","DLY-PRCP-PCTALL-GE001HI","DLY-PRCP-PCTALL-GE010HI","DLY-PRCP-PCTALL-GE050HI","DLY-PRCP-PCTALL-GE100HI","DLY-SNOW-25PCTL","DLY-SNOW-50PCTL","DLY-SNOW-75PCTL","DLY-SNOW-PCTALL-GE001TI","DLY-SNOW-PCTALL-GE010TI","DLY-SNOW-PCTALL-GE030TI","DLY-SNOW-PCTALL-GE050TI","DLY-SNOW-PCTALL-GE100TI","DLY-SNWD-25PCTL","DLY-SNWD-50PCTL","DLY-SNWD-75PCTL","DLY-SNWD-PCTALL-GE001WI","DLY-SNWD-PCTALL-GE003WI","DLY-SNWD-PCTALL-GE005WI","DLY-SNWD-PCTALL-GE010WI","MTD-PRCP-NORMAL","MTD-SNOW-NORMAL","YTD-PRCP-NORMAL","YTD-SNOW-NORMAL"
"USC00131705","01-20",,,,,,,,,,,,,,,,,,,,,,,"0.80",,"0.80",
"USC00131705","01-21",,,,,,,,,,,,,,,,,,,,,,,"0.83",,"0.83",
"USC00131705","01-22",,,,,,,,,,,,,,,,,,,,,,,"0.86",,"0.86",
"USC00131705","01-23",,,,,,,,,,,,,,,,,,,,,,,"0.89",,"0.89",
"USC00131705","01-24",,,,,,,,,,,,,,,,,,,,,,,"0.92",,"0.92",
"USC00131705","01-25",,,,,,,,,,,,,,,,,,,,,,,"0.95",,"0.95",
"USC00131705","01-26",,,,,,,,,,,,,,,,,,,,,,,"0.98",,"0.98",
"USC00131705","01-27",,,,,,,,,,,,,,,,,,,,,,,"1.01",,"1.01",
"USC00131705","01-28",,,,,,,,,,,,,,,,,,,,,,,"1.04",,"1.04",
"USC00131705","01-29",,,,,,,,,,,,,,,,,,,,,,,"1.07",,"1.07",
"USC00131705","01-30",,,,,,,,,,,,,,,,,,,,,,,"1.10",,"1.10",
"USC00131705","01-31",,,,,,,,,,,,,,,,,,,,,,,"1.13",,"1.13",
"USC00131704","01-01","0.06","0.13","0.28","19.5","116","21","3","1.0","1.5","2.9","130","99","35","14","0",,,,,,,,"0.04","0.3","0.04","0.3"
"USC00131704","01-02","0.06","0.13","0.28","19.4","115","20","3","0.9","1.5","2.9","130","98","35","14","0",,,,,,,,"0.08","0.5","0.08","0.5"
"USC00131704","01-03","0.06","0.13","0.28","19.2","114","20","3","0.9","1.5","2.9","129","97","35","14","0",,,,,,,,"0.12","0.7","0.12","0.7"
"USC00131704","01-04","0.06","0.13","0.28","19.1","112","20","3","0.9","1.5","2.9","129","97","35","14","0",,,,,,,,"0.15","1.0","0.15","1.0"
"USC00131704","01-05","0.06","0.13","0.28","18.9","111","19","3","0.9","1.5","2.9","128","96","35","14","0",,,,,,,,"0.19","1.2","0.19","1.2"
"USC00131704","01-06","0.06","0.13","0.28","18.8","109","19","3","0.9","1.5","2.9","128","96","35","14","0",,,,,,,,"0.22","1.5","0.22","1.5"
"USC00131704","01-07","0.06","0.13","0.28","18.6","108","18","2","0.9","1.5","2.9","127","95","34","14","0",,,,,,,,"0.26","1.8","0.26","1.8"
"USC00131704","01-08","0.06","0.13","0.28","18.5","107","18","2","0.9","1.5","2.9","127","95","34","14","0",,,,,,,,"0.29","2.0","0.29","2.0"
"USC00131704","01-09","0.06","0.13","0.28","18.4","106","17","2","0.9","1.5","2.9","127","95","34","14","0",,,,,,,,"0.32","2.3","0.32","2.3"
"USC00131704","01-10","0.06","0.13","0.28","18.2","105","17","2","0.9","1.5","2.9","127","95","33","14","0",,,,,,,,"0.36","2.5","0.36","2.5"
"USC00131704","01-11","0.06","0.13","0.28","18.1","104","17","2","0.9","1.5","2.9","126","94","33","14","0",,,,,,,,"0.39","2.8","0.39","2.8"
"USC00131704","01-12","0.06","0.13","0.28","17.9","103","17","2","0.9","1.5","2.9","126","94","33","13","0",,,,,,,,"0.42","3.1","0.42","3.1"
"USC00131704","01-13","0.06","0.13","0.28","17.8","103","17","2","0.9","1.5","2.9","125","93","33","13","0",,,,,,,,"0.45","3.4","0.45","3.4"
"USC00131704","01-14","0.06","0.13","0.28","17.7","102","16","2","0.9","1.5","2.9","125","93","33","13","0",,,,,,,,"0.48","3.6","0.48","3.6"
"USC00131704","01-15","0.06","0.13","0.28","17.6","102","16","2","0.9","1.5","2.9","124","93","33","13","0",,,,,,,,"0.51","3.9","0.51","3.9"
"USC00131704","01-16","0.06","0.13","0.28","17.5","102","16","2","0.9","1.5","2.9","124","93","33","13","0",,,,,,,,"0.55","4.2","0.55","4.2"
"USC00131704","01-17","0.06","0.13","0.28","17.4","101","16","2","0.9","1.5","2.9","124","93","33","13","0",,,,,,,,"0.58","4.4","0.58","4.4"
"USC00131704","01-18","0.06","0.13","0.28","17.4","101","16","2","0.9","1.5","2.9","124","93","33","13","0",,,,,,,,"0.60","4.7","0.60","4.7"
"USC00131704","01-19","0.06","0.13","0.28","17.3","101","15","2","0.9","1.5","2.9","124","93","33","13","0",,,,,,,,"0.64","4.9","0.64","4.9"
"USC00131704","01-20","0.06","0.13","0.28","17.3","102","15","2","0.9","1.5","2.9","124","93","34","12","0",,,,,,,,"0.67","5.2","0.67","5.2"
"USC00131704","01-21","0.06","0.13","0.28","17.3","102","15","2","0.9","1.5","2.9","125","94","34","12","0",,,,,,,,"0.70","5.5","0.70","5.5"
"USC00131704","01-22","0.06","0.13","0.28","17.3","102","15","2","0.9","1.5","2.9","125","94","34","12","0",,,,,,,,"0.73","5.7","0.73","5.7"
"USC00131704","01-23","0.06","0.13","0.28","17.3","103","15","2","0.9","1.5","2.9","125","94","34","12","0",,,,,,,,"0.76","6.0","0.76","6.0"
"USC00131704","01-24","0.06","0.13","0.28","17.4","103","15","2","0.9","1.5","2.9","125","94","34","11","0",,,,,,,,"0.80","6.3","0.80","6.3"
"USC00131704","01-25","0.06","0.13","0.28","17.4","103","15","2","0.9","1.5","2.9","125","94","34","11","0",,,,,,,,"0.83","6.6","0.83","6.6"
"USC00131704","01-26","0.06","0.13","0.28","17.4","103","15","2","0.9","1.5","2.9","125","94","34","11","0",,,,,,,,"0.86","6.8","0.86","6.8"
"USC00131704","01-27","0.06","0.13","0.28","17.4","104","15","2","0.9","1.5","2.9","125","94","34","11","0",,,,,,,,"0.90","7.1","0.90","7.1"
"USC00131704","01-28","0.06","0.13","0.28","17.4","105","15","2","0.9","1.5","2.9","125","93","34","11","0",,,,,,,,"0.93","7.4","0.93","7.4"
"USC00131704","01-29","0.06","0.13","0.28","17.5","105","15","2","0.9","1.5","2.9","124","93","34","10","0",,,,,,,,"0.97","7.7","0.97","7.7"
"USC00131704","01-30","0.06","0.13","0.28","17.5","106","16","2","0.9","1.5","2.9","124","93","34","10","0",,,,,,,,"1.00","8.0","1.00","8.0"
"USC00131704","01-31","0.06","0.13","0.28","17.6","107","16","3","0.9","1.5","2.9","124","93","34","10","0",,,,,,,,"1.04","8.3","1.04","8.3"
"USC00132999","01-01","0.03","0.09","0.25","20.0","100","15","1","1.0","1.0","2.5","136","105","30","14","0",,,,,,,,"0.03","0.2","0.03","0.2"
"USC00132999","01-02","0.03","0.09","0.25","19.8","99","15","1","1.0","1.0","2.5","136","105","30","14","0",,,,,,,,"0.06","0.4","0.06","0.4"
"USC00132999","01-03","0.03","0.09","0.25","19.7","98","15","1","1.0","1.0","2.5","136","105","30","14","0",,,,,,,,"0.10","0.6","0.10","0.6"
"USC00132999","01-04","0.03","0.09","0.25","19.6","97","15","1","0.9","1.0","2.5","137","105","30","14","0",,,,,,,,"0.13","0.8","0.13","0.8"
"USC00132999","01-05","0.03","0.09","0.25","19.4","96","15","1","0.9","1.0","2.5","137","105","30","14","0",,,,,,,,"0.16","1.0","0.16","1.0"
"USC00132999","01-06","0.03","0.09","0.25","19.3","95","15","1","0.9","1.1","2.5","137","105","30","14","0",,,,,,,,"0.19","1.2","0.19","1.2"
"USC00132999","01-07","0.04","0.09","0.25","19.2","94","15","1","0.9","1.1","2.5","137","105","30","14","0",,,,,,,,"0.22","1.4","0.22","1.4"
"USC00132999","01-08","0.04","0.09","0.25","19.1","93","15","1","0.9","1.1","2.5","138","106","30","14","0",,,,,,,,"0.25","1.6","0.25","1.6"
"USC00132999","01-09","0.04","0.09","0.25","19.0","92","15","1","0.9","1.1","2.5","139","106","30","14","0",,,,,,,,"0.28","1.8","0.28","1.8"
"USC00132999","01-10","0.04","0.09","0.25","19.0","92","15","1","0.9","1.1","2.5","140","107","30","14","0",,,,,,,,"0.31","2.0","0.31","2.0"
"USC00132999","01-11","0.04","0.09","0.25","18.9","91","14","1","0.9","1.1","2.5","141","108","31","14","0",,,,,,,,"0.34","2.2","0.34","2.2"
"USC00132999","01-12","0.04","0.09","0.25","18.9","91","14","1","0.9","1.2","2.5","142","108","31","15","0",,,,,,,,"0.36","2.4","0.36","2.4"
"USC00132999","01-13","0.04","0.09","0.24","18.8","91","15","1","0.9","1.2","2.5","143","109","31","15","0",,,,,,,,"0.39","2.6","0.39","2.6"
"USC00132999","01-14","0.04","0.09","0.24","18.8","91","15","1","0.9","1.2","2.5","145","110","32","15","0",,,,,,,,"0.42","2.8","0.42","2.8"
"USC00132999","01-15","0.04","0.09","0.24","18.9","92","15","1","0.9","1.2","2.5","146","111","32","15","1",,,,,,,,"0.45","3.0","0.45","3.0"
"USC00132999","01-16","0.04","0.09","0.24","18.9","92","15","2","0.9","1.2","2.5","147","111","33","15","1",,,,,,,,"0.48","3.2","0.48","3.2"
"USC00132999","01-17","0.04","0.09","0.24","19.0","92","15","2","0.9","1.2","2.5","148","112","33","15","1",,,,,,,,"0.51","3.4","0.51","3.4"
"USC00132999","01-18","0.04","0.09","0.24","19.0","92","15","2","0.9","1.3","2.5","150","113","34","15","1",,,,,,,,"0.53","3.6","0.53","3.6"
"USC00132999","01-19","0.04","0.09","0.24","19.2","93","15","2","0.9","1.3","2.5","151","115","34","15","1",,,,,,,,"0.56","3.8","0.56","3.8"
"USC00132999","01-20","0.04","0.09","0.23","19.3","94","15","2","0.9","1.3","2.5","153","116","35","15","1",,,,,,,,"0.59","4.0","0.59","4.0"
"USC00132999","01-21","0.04","0.09","0.23","19.5","95","15","2","0.9","1.3","2.6","155","117","35","16","1",,,,,,,,"0.62","4.3","0.62","4.3"
"USC00132999","01-22","0.04","0.09","0.23","19.7","96","15","2","0.9","1.3","2.6","156","118","36","16","1",,,,,,,,"0.65","4.5","0.65","4.5"
"USC00132999","01-23","0.04","0.09","0.23","19.8","96","15","2","0.9","1.3","2.6","157","119","36","16","1",,,,,,,,"0.68","4.7","0.68","4.7"
"USC00132999","01-24","0.04","0.09","0.23","19.9","97","15","2","0.9","1.4","2.6","158","120","37","16","1",,,,,,,,"0.70","4.9","0.70","4.9"
"USC00132999","01-25","0.04","0.09","0.23","20.0","98","15","2","0.9","1.4","2.6","159","121","37","16","1",,,,,,,,"0.73","5.2","0.73","5.2"
"USC00132999","01-26","0.04","0.09","0.23","20.1","99","15","2","0.9","1.4","2.6","159","122","38","16","1",,,,,,,,"0.76","5.4","0.76","5.4"
"USC00132999","01-27","0.04","0.09","0.22","20.1","99","15","2","0.9","1.4","2.6","159","122","38","16","1",,,,,,,,"0.79","5.7","0.79","5.7"
"USC00132999","01-28","0.04","0.09","0.22","20.1","100","16","3","0.9","1.4","2.6","159","122","39","16","1",,,,,,,,"0.82","5.9","0.82","5.9"
"USC00132999","01-29","0.04","0.09","0.22","20.2","101","16","3","0.9","1.4","2.7","159","123","39","16","1",,,,,,,,"0.85","6.2","0.85","6.2"
"USC00132999","01-30","0.04","0.10","0.22","20.3","101","16","3","0.9","1.5","2.7","159","123","39","17","1",,,,,,,,"0.88","6.4","0.88","6.4"
"USC00132999","01-31","0.04","0.10","0.22","20.3","102","16","3","0.9","1.5","2.7","159","123","39","17","1",,,,,,,,"0.91","6.7","0.91","6.7"
"USC00130213","01-01","0.05","0.12","0.30","20.9","125","19","3","0.7","1.2","3.1","117","82","39","12","0","2","4","6","519","380","255","38","0.04","0.2","0.04","0.2"
"USC00130213","01-02","0.05","0.12","0.30","20.7","124","19","3","0.7","1.2","3.1","117","82","39","12","0","2","5","6","525","387","262","39","0.09","0.5","0.09","0.5"
"USC00130213","01-03","0.06","0.13","0.30","20.5","123","19","3","0.7","1.2","3.1","117","83","39","13","0","2","5","6","532","395","268","39","0.13","0.7","0.13","0.7"
"USC00130213","01-04","0.06","0.13","0.30","20.3","121","19","4","0.7","1.2","3.1","117","83","39","13","0","3","5","6","539","403","274","39","0.18","0.9","0.18","0.9"
"USC00130213","01-05","0.06","0.13","0.29","20.1","120","18","4","0.7","1.2","3.1","117","83","39","13","0","3","5","6","546","410","280","39","0.22","1.1","0.22","1.1"
"USC00130213","01-06","0.05","0.13","0.29","19.8","118","18","4","0.7","1.2","3.1","117","83","39","13","0","3","5","6","554","418","286","39","0.26","1.3","0.26","1.3"
"USC00130213","01-07","0.05","0.13","0.29","19.6","117","18","4","0.7","1.2","3.1","117","83","38","13","0","3","5","6","561","425","291","39","0.30","1.5","0.30","1.5"
"USC00130213","01-08","0.05","0.13","0.29","19.4","116","17","4","0.7","1.2","3.1","118","83","38","13","0","3","5","6","568","432","295","39","0.35","1.8","0.35","1.8"
"USC00130213","01-09","0.05","0.13","0.29","19.2","115","17","4","0.7","1.2","3.1","118","84","37","13","0","3","5","6","575","439","299","38","0.39","2.0","0.39","2.0"
"USC00130213","01-10","0.05","0.13","0.29","19.1","114","17","4","0.7","1.2","3.1","119","84","37","13","0","3","5","6","582","446","302","38","0.43","2.2","0.43","2.2"
"USC00130213","01-11","0.05","0.13","0.29","18.8","113","17","4","0.7","1.2","3.1","119","84","37","13","0","3","5","6","588","452","305","38","0.47","2.5","0.47","2.5"
"USC00130213","01-12","0.05","0.13","0.29","18.6","111","17","4","0.7","1.2","3.1","119","84","37","13","0","3","5","6","594","457","308","38","0.51","2.8","0.51","2.8"
"USC00130213","01-13","0.05","0.13","0.29","18.4","110","17","4","0.7","1.2","3.1","119","85","37","14","0","3","5","6","599","462","310","38","0.56","3.1","0.56","3.1"
"USC00130213","01-14","0.06","0.13","0.29","18.2","110","17","4","0.7","1.2","3.1","119","85","37","14","0","3","5","6","604","467","311","37","0.60","3.4","0.60","3.4"
"USC00130213","01-15","0.06","0.13","0.29","18.0","109","17","4","0.7","1.2","3.0","119","86","37","14","0","3","5","6","610","472","313","37","0.64","3.7","0.64","3.7"
"USC00130213","01-16","0.06","0.13","0.29","17.9","108","17","4","0.7","1.2","3.0","120","87","36","14","0","3","5","6","615","476","314","37","0.68","4.0","0.68","4.0"
"USC00130213","01-17","0.06","0.13","0.29","17.8","108","17","4","0.7","1.2","3.0","120","87","36","14","0","3","5","6","620","480","315","37","0.72","4.3","0.72","4.3"
"USC00130213","01-18","0.06","0.13","0.29","17.6","107","17","5","0.7","1.1","3.0","120","88","36","14","0","3","5","6","624","484","316","37","0.76","4.6","0.76","4.6"
"USC00130213","01-19","0.06","0.13","0.29","17.5","107","17","5","0.7","1.1","3.0","121","88","36","14","0","3","5","6","628","487","316","37","0.80","4.9","0.80","4.9"
"USC00130213","01-20","0.06","0.13","0.30","17.4","106","17","5","0.8","1.1","3.0","121","89","36","15","0","3","4","6","632","490","317","37","0.84","5.1","0.84","5.1"
"USC00130213","01-21","0.06","0.14","0.29","17.3","106","17","5","0.8","1.2","3.0","121","90","36","15","-5555","3","4","6","637","493","318","37","0.88","5.4","0.88","5.4"
"USC00130213","01-22","0.06","0.14","0.29","17.2","106","17","5","0.8","1.2","3.0","121","90","36","15","-5555","3","4","6","641","496","319","37","0.92","5.7","0.92","5.7"
"USC00130213","01-23","0.06","0.14","0.29","17.1","106","17","5","0.8","1.2","3.0","121","91","35","15","-5555","3","4","6","643","498","319","37","0.96","5.9","0.96","5.9"
"USC00130213","01-24","0.06","0.14","0.29","17.1","106","17","5","0.8","1.2","3.0","121","91","35","15","-5555","3","4","6","645","499","319","37","1.00","6.2","1.00","6.2"
"USC00130213","01-25","0.06","0.14","0.29","17.0","106","18","6","0.8","1.2","3.0","121","91","35","15","-5555","3","4","6","647","500","319","37","1.04","6.5","1.04","6.5"
"USC00130213","01-26","0.06","0.14","0.29","17.0","105","18","6","0.9","1.2","3.0","121","92","35","15","-5555","3","4","6","648","500","318","38","1.08","6.8","1.08","6.8"
"USC00130213","01-27","0.05","0.14","0.30","16.9","105","18","6","0.9","1.2","3.0","120","92","34","15","-5555","3","4","6","648","499","317","38","1.12","7.1","1.12","7.1"
"USC00130213","01-28","0.05","0.14","0.30","16.9","105","18","6","0.9","1.2","3.0","120","91","34","15","-5555","3","4","6","647","497","315","39","1.16","7.4","1.16","7.4"
"USC00130213","01-29","0.05","0.15","0.30","16.9","106","18","6","0.9","1.2","3.0","119","91","33","15","-5555","3","4","6","644","494","312","39","1.21","7.6","1.21","7.6"
"USC00130213","01-30","0.05","0.15","0.30","16.9","106","19","7","0.9","1.2","3.0","118","91","33","15","-5555","3","4","6","640","490","310","39","1.25","7.9","1.25","7.9"
"USC00130213","01-31","0.05","0.15","0.30","16.9","106","19","7","0.9","1.2","3.0","118","90","32","14","-5555","3","4","6","636","485","307","40","1.29","8.2","1.29","8.2"
"USC00130576","01-01","0.05","0.15","0.27","16.5","102","18","-5555","-6666","-6666","-6666","94","77","29","6","0",,,,,,,,"0.03","0.2","0.03","0.2"
"USC00130576","01-02","0.05","0.15","0.26","16.4","101","18","-5555","-6666","-6666","-6666","93","77","28","6","0",,,,,,,,"0.07","0.3","0.07","0.3"
"USC00130576","01-03","0.05","0.15","0.26","16.2","99","17","-5555","-6666","-6666","-6666","91","76","28","6","0",,,,,,,,"0.10","0.5","0.10","0.5"
"USC00130576","01-04","0.05","0.15","0.26","16.0","98","17","-5555","-6666","-6666","-6666","90","75","28","6","0",,,,,,,,"0.13","0.6","0.13","0.6"
"USC00130576","01-05","0.05","0.15","0.26","15.8","96","16","-5555","-6666","-6666","-6666","89","74","27","6","0",,,,,,,,"0.16","0.8","0.16","0.8"
"USC00130576","01-06","0.05","0.14","0.26","15.7","95","16","-5555","-6666","-6666","-6666","88","74","27","6","0",,,,,,,,"0.19","1.0","0.19","1.0"
"USC00130576","01-07","0.05","0.14","0.26","15.5","93","16","-5555","-6666","-6666","-6666","88","73","26","6","0",,,,,,,,"0.22","1.1","0.22","1.1"
"USC00130576","01-08","0.05","0.14","0.26","15.4","92","15","-5555","-6666","-6666","-6666","87","73","26","6","0",,,,,,,,"0.25","1.3","0.25","1.3"
"USC00130576","01-09","0.05","0.14","0.26","15.3","91","15","-5555","-6666","-6666","-6666","87","73","25","7","0",,,,,,,,"0.28","1.4","0.28","1.4"
"USC00130576","01-10","0.05","0.14","0.26","15.2","90","14","-5555","-6666","-6666","-6666","87","73","25","7","0",,,,,,,,"0.31","1.5","0.31","1.5"
"USC00130576","01-11","0.05","0.14","0.26","15.0","89","14","-5555","-6666","-6666","-6666","87","73","25","7","0",,,,,,,,"0.33","1.7","0.33","1.7"
"USC00130576","01-12","0.05","0.14","0.26","14.9","89","14","-5555","-6666","-6666","-6666","86","73","24","7","0",,,,,,,,"0.36","1.8","0.36","1.8"
"USC00130576","01-13","0.05","0.14","0.26","14.8","88","14","-5555","-6666","-6666","-6666","86","73","24","7","0",,,,,,,,"0.38","1.9","0.38","1.9"
"USC00130576","01-14","0.05","0.14","0.26","14.8","87","13","-5555","-6666","-6666","-6666","86","73","24","8","0",,,,,,,,"0.41","2.1","0.41","2.1"
"USC00130576","01-15","0.05","0.14","0.26","14.7","87","13","-5555","-6666","-6666","-6666","86","73","24","8","0",,,,,,,,"0.43","2.2","0.43","2.2"
"USC00130576","01-16","0.05","0.14","0.26","14.6","87","13","-5555","-6666","-6666","-6666","86","74","24","8","0",,,,,,,,"0.46","2.3","0.46","2.3"
"USC00130576","01-17","0.05","0.14","0.26","14.6","87","13","-5555","-6666","-6666","-6666","86","74","24","8","0",,,,,,,,"0.49","2.5","0.49","2.5"
"USC00130576","01-18","0.05","0.14","0.26","14.6","87","13","-5555","-6666","-6666","-6666","86","74","23","9","0",,,,,,,,"0.51","2.6","0.51","2.6"
"USC00130576","01-19","0.05","0.13","0.26","14.6","87","13","-5555","-6666","-6666","-6666","87","75","23","9","0",,,,,,,,"0.54","2.8","0.54","2.8"
"USC00130576","01-20","0.05","0.13","0.26","14.6","87","13","-5555","-6666","-6666","-6666","87","75","23","9","0",,,,,,,,"0.57","2.9","0.57","2.9"
"USC00130576","01-21","0.05","0.13","0.27","14.7","88","13","-5555","-6666","-6666","-6666","88","76","23","9","0",,,,,,,,"0.59","3.1","0.59","3.1"
"USC00130576","01-22","0.05","0.13","0.27","14.7","88","13","-5555","-6666","-6666","-6666","88","76","23","9","0",,,,,,,,"0.62","3.3","0.62","3.3"
"USC00130576","01-23","0.05","0.13","0.27","14.7","89","13","-5555","-6666","-6666","-6666","88","77","23","10","0",,,,,,,,"0.64","3.4","0.64","3.4"
"USC00130576","01-24","0.06","0.13","0.27","14.8","89","14","-5555","-6666","-6666","-6666","89","78","23","10","0",,,,,,,,"0.67","3.6","0.67","3.6"
"USC00130576","01-25","0.06","0.13","0.27","14.9","90","14","-5555","-6666","-6666","-6666","90","79","24","10","0",,,,,,,,"0.70","3.8","0.70","3.8"
"USC00130576","01-26","0.06","0.13","0.27","15.0","91","14","-5555","-6666","-6666","-6666","91","80","24","10","0",,,,,,,,"0.72","4.0","0.72","4.0"
"USC00130576","01-27","0.06","0.13","0.27","15.2","92","15","-5555","-6666","-6666","-6666","92","80","24","11","0",,,,,,,,"0.75","4.2","0.75","4.2"
"USC00130576","01-28","0.06","0.13","0.27","15.3","92","15","-5555","-6666","-6666","-6666","92","81","24","11","0",,,,,,,,"0.78","4.3","0.78","4.3"
"USC00130576","01-29","0.06","0.13","0.28","15.4","93","15","-5555","-6666","-6666","-6666","93","82","24","11","0",,,,,,,,"0.81","4.5","0.81","4.5"
"USC00130576","01-30","0.06","0.13","0.28","15.6","94","16","-5555","-6666","-6666","-6666","94","83","24","11","0",,,,,,,,"0.84","4.7","0.84","4.7"
"USC00130576","01-31","0.06","0.13","0.28","15.8","95","16","-5555","-6666","-6666","-6666","95","83","24","11","0",,,,,,,,"0.87","4.9","0.87","4.9"
"USC00132235","01-01","0.05","0.13","0.27","23.1","136","21","3","1.0","2.0","3.0","112","101","36","12","1",,,,,,,,"0.05","0.2","0.05","0.2"
"USC00132235","01-02","0.05","0.13","0.27","23.0","135","21","3","1.0","2.0","3.0","112","101","36","12","1",,,,,,,,"0.10","0.5","0.10","0.5"
"USC00132235","01-03","0.05","0.12","0.26","22.9","134","20","3","1.0","2.0","3.0","112","100","36","12","1",,,,,,,,"0.15","0.7","0.15","0.7"
"USC00132235","01-04","0.05","0.12","0.26","22.8","132","20","3","1.0","2.0","3.0","112","99","36","12","1",,,,,,,,"0.20","0.9","0.20","0.9"
"USC00132235","01-05","0.05","0.12","0.26","22.7","130","20","3","1.0","1.9","3.0","112","99","36","12","1",,,,,,,,"0.25","1.2","0.25","1.2"
"USC00132235","01-06","0.05","0.12","0.26","22.6","129","19","3","1.0","1.9","3.0","111","98","35","12","1",,,,,,,,"0.29","1.4","0.29","1.4"
"USC00132235","01-07","0.05","0.12","0.26","22.5","127","19","2","1.0","1.9","3.0","110","97","35","12","1",,,,,,,,"0.34","1.6","0.34","1.6"
"USC00132235","01-08","0.05","0.12","0.25","22.4","126","19","2","1.0","1.9","3.0","110","96","34","12","1",,,,,,,,"0.38","1.9","0.38","1.9"
"USC00132235","01-09","0.05","0.12","0.25","22.3","124","18","2","1.0","1.9","3.0","110","96","34","12","1",,,,,,,,"0.42","2.1","0.42","2.1"
"USC00132235","01-10","0.05","0.12","0.25","22.2","123","18","2","1.0","1.9","3.0","110","95","34","12","1",,,,,,,,"0.47","2.4","0.47","2.4"
"USC00132235","01-11","0.05","0.11","0.25","22.1","122","18","2","1.0","1.9","3.0","109","95","34","12","1",,,,,,,,"0.51","2.6","0.51","2.6"
"USC00132235","01-12","0.04","0.11","0.25","22.0","120","18","2","1.0","1.9","3.0","108","94","33","12","1",,,,,,,,"0.55","2.8","0.55","2.8"
"USC00132235","01-13","0.04","0.11","0.25","21.9","119","18","2","1.0","1.9","3.0","108","93","33","12","1",,,,,,,,"0.59","3.1","0.59","3.1"
"USC00132235","01-14","0.04","0.11","0.25","21.8","118","17","2","1.0","1.9","3.0","107","93","33","12","1",,,,,,,,"0.63","3.4","0.63","3.4"
"USC00132235","01-15","0.04","0.11","0.25","21.7","118","17","2","1.0","1.9","3.0","107","92","33","12","1",,,,,,,,"0.67","3.6","0.67","3.6"
"USC00132235","01-16","0.04","0.11","0.25","21.6","117","17","2","1.0","1.9","3.0","106","92","32","12","1",,,,,,,,"0.72","3.9","0.72","3.9"
"USC00132235","01-17","0.04","0.11","0.25","21.5","116","17","2","1.0","1.9","3.0","106","92","32","12","1",,,,,,,,"0.76","4.1","0.76","4.1"
"USC00132235","01-18","0.04","0.11","0.25","21.4","116","17","2","1.0","1.9","3.0","106","92","32","13","0",,,,,,,,"0.80","4.4","0.80","4.4"
"USC00132235","01-19","0.04","0.11","0.25","21.4","115","17","2","1.0","1.9","3.0","106","92","32","13","0",,,,,,,,"0.84","4.6","0.84","4.6"
"USC00132235","01-20","0.04","0.11","0.25","21.3","115","17","2","1.0","1.9","3.0","106","92","32","13","0",,,,,,,,"0.88","4.8","0.88","4.8"
"USC00132235","01-21","0.04","0.11","0.25","21.3","115","17","2","1.0","1.9","3.0","106","92","32","13","0",,,,,,,,"0.92","5.0","0.92","5.0"
"USC00132235","01-22","0.04","0.11","0.25","21.3","114","17","2","1.0","1.9","3.0","106","91","31","13","0",,,,,,,,"0.96","5.3","0.96","5.3"
"USC00132235","01-23","0.04","0.11","0.25","21.3","114","17","2","1.0","1.9","3.0","105","91","31","13","0",,,,,,,,"1.00","5.5","1.00","5.5"
"USC00132235","01-24","0.04","0.11","0.25","21.2","114","17","2","1.0","1.9","3.0","105","91","31","13","0",,,,,,,,"1.04","5.8","1.04","5.8"
"USC00132235","01-25","0.04","0.11","0.25","21.2","115","17","3","1.0","1.9","3.0","105","91","31","13","0",,,,,,,,"1.08","6.1","1.08","6.1"
"USC00132235","01-26","0.04","0.11","0.26","21.2","115","18","3","1.0","1.9","3.0","105","91","31","13","0",,,,,,,,"1.12","6.3","1.12","6.3"
"USC00132235","01-27","0.04","0.11","0.26","21.2","115","18","3","1.0","1.9","3.0","105","92","31","12","0",,,,,,,,"1.16","6.6","1.16","6.6"
"USC00132235","01-28","0.05","0.11","0.26","21.2","116","19","3","1.0","1.9","3.0","105","92","31","12","0",,,,,,,,"1.21","6.8","1.21","6.8"
"USC00132235","01-29","0.05","0.11","0.26","21.2","116","19","3","1.0","1.9","3.0","105","92","31","12","0",,,,,,,,"1.25","7.1","1.25","7.1"
"USC00132235","01-30","0.05","0.11","0.26","21.2","117","20","4","1.0","1.9","3.0","105","92","31","12","0",,,,,,,,"1.29","7.3","1.29","7.3"
"USC00132235","01-31","0.05","0.11","0.27","21.2","117","20","4","1.0","1.8","3.0","104","92","31","12","0",,,,,,,,"1.34","7.6","1.34","7.6"
"USC00131541","01-01","0.03","0.08","0.21","16.7","74","16","3","0.5","1.0","2.2","126","86","29","11","0","2","5","9","612","438","334","119","0.02","0.2","0.02","0.2"
"USC00131541","01-02","0.03","0.08","0.21","16.7","73","15","3","0.5","1.0","2.2","127","87","29","11","0","2","5","9","616","444","341","124","0.04","0.4","0.04","0.4"
"USC00131541","01-03","0.03","0.07","0.21","16.7","73","15","3","0.5","1.0","2.2","127","87","29","11","0","2","5","9","619","449","348","129","0.06","0.5","0.06","0.5"
